072420.75   +420900.6  2MASX J07242070+4209004       2193308  108110  0.057               SB        (r,bl)        Sab    2  1.00  SB(r,bl)ab:
082338.03   +475627.5  2MASX J08233806+4756270       2307344    6980  0.053  (RP)         SA        (_rs)         Sb     3  0.00  (RP)SA(_rs)b
082349.08   +552149.1  2MASX J08234901+5521491       2499411  107042  0.043               SA        (rs)          S0/a   0  0.00  SA(rs)0/a:
082355.28   +205831.7  CGCG 119-082                    23561  120556  0.016               SB        (r,bl)        S0+   -1  1.00  SB(r,bl)0^+^
082420.25   +203159.7  IC 2348                         23589  128011  0.020  (R2P)        SA        (r)           Sb     3  0.00  (R2P)SA(r)b
082424.96   +202655.9  2MASX J08242498+2026564       1627640  128013  0.114  (RP)         SA        (_rs)         Sa     1  0.00  (RP)SA(_rs)a:
082429.04   +150704.6  2MASX J08242901+1507048       1475718  235444  0.093  (R)          S_AB      (l)           S0+   -1  0.25  (R)S_AB(l)0^+^
082429.57   +113603.3  SDSS J082429.56+113603.2      1396014  161983  0.113  (R2P)        SAB       (l)           Sb     3  0.50  (R2P)SAB(l)b:
082437.46   +122230.6  LCSB S1142N                       ---  162142  0.083  (R2P)        SAB       (rs)          Sb     3  0.50  (R2P)SAB(rs)b
082510.35   +183457.5  CGCG 089-021                    23627  149256  0.038  (L)          SA_B      (_rs)         Sb     3  0.75  (L)SA_B(_rs)b:
082519.49   +042236.8  2MASX J08251950+0422372       1267391   57390  0.119  (RP)         SAB_a     (l)           Sb     3  0.50  (RP)SAB_a(l)b
082530.25   -010459.8  2MASX J08253026-0104598       1127207   29391  0.037  (L)          SAB       (_rs)         S0/a   0  0.50  (L)SAB(_rs)0/a
082549.64   +085540.0  2MASX J08254961+0855401       1356387  187343  0.042  (R2P)        SA_B      (s)           S0/a   0  0.75  (R2P)SA_B(s)0/a
082602.21   +504110.2  2MASX J08260219+5041097       2379736   13796  0.115  (RP)         SA_B      (s)           Sb     3  0.75  (RP)SA_B(s)b:
082623.91   +392938.1  2MASX J08262388+3929375       2150748   48226  0.082  (R2P)        SAB       (s)           Sb     3  0.50  (R2P)SAB(s)b
082625.22   +234644.4  2MASX J08262526+2346438       3730322  109941  0.132               SA        (rs)          Sb     3  0.00  SA(rs)b: pec
082635.98   +225703.3  UGC 04406                       23688  109750  0.020  (R1R2P)      S_AB      (i_rl)        S0/a   0  0.25  (R1R2P)S_AB(i_rl)0/a
082650.50   +115900.1  2MASX J08265047+1158596       1401881  166719  0.081  (R2P)        SAB       (l)           Sb     3  0.50  (R2P)SAB(l)b
082703.14   +524511.4  2MASX J08270310+5245114       2422816   10067  0.085  (R1P)        SB        (r)           Sab    2  1.00  (R1P)SB(r)ab
082705.96   +213843.0  UGC 04414                       23700  118577  0.025  (R)          SB        (rs,bl)       S0/a   0  1.00  (R)SB(rs,bl)0/a
082727.79   +364925.5  2MASX J08272782+3649258       2087632   45560  0.082  (RP)         S_AB      (l)           Sa     1  0.25  (RP)S_AB(l)a
082732.13   +184223.5  2MASX J08273213+1842237       1567697  148186  0.112  (RP)         SAB                     Sb     3  0.50  (RP)SABb: pec
082738.42   +102949.4  SDSS J082738.41+102949.3          ---  186428  0.066  (R)          SB        (l)           S0/a   0  1.00  (R)SB(l)0/a
082744.26   +121401.9  2MASX J08274424+1214022       1405980  162073  0.138  (RP:)        SA        (r)           Sb     3  0.00  (RP:)SA(r)b
082816.71   +243052.0  2MASX J08281668+2430519       1709145  110046  0.087               SA        (_rs)         S0+   -1  0.00  SA(_rs)0^+^
082817.99   +001721.5  CGCG 004-035                    23756  243732  0.030  (R1)         SAB_a     (l)           S0/a   0  0.50  (R1)SAB_a(l)0/a
082821.88   +363128.7  SDSS J082821.87+363128.7      2082171   45368  0.102               SA        (rs)          Sbc    4  0.00  SA(rs)bc: pec
082822.81   +302122.9  2MASX J08282280+3021233       1900534   73391  0.046  (RPL)        SA        (s)           Sa     1  0.00  (RPL)SA(s)a
082823.59   +015614.6  2MASX J08282356+0156149       1210787   22031  0.086  (R)          S_AB      (l)           S0+   -1  0.25  (R)S_AB(l)0^+^
082855.21   +132016.0  2MASX J08285523+1320157       1428508  185420  0.153  (RP)         SA        (_rs)         Sc     5  0.00  (RP)SA(_rs)c: pec
082857.58   +243706.2  2MASX J08285755+2437062       3730789  110051  0.091  (R2P)        SAB       (s)           Sa     1  0.50  (R2P)SAB(s)a: [d]
082901.77   +474802.0  MCG +08-16-006                  23806    6599  0.045  (RL)         SB_a      (l)           Sab    2  1.00  (RL)SB_a(l)ab
082910.09   +302305.8  2MASX J08291010+3023054        139109   73401  0.053  (R1PL)       S_AB      (r)           Sa     1  0.25  (R1PL)S_AB(r)a
082928.62   +393828.1  2MASX J08292863+3938283       3448822   48051  0.057  (RP)         SA        (r)           Sab    2  0.00  (RP)SA(r)ab
082947.13   +372425.1  KUG 0826+375                    23842   45567  0.058               SAB       (rl)          Sa     1  0.50  SAB(rl)a [d] pec
082950.10   +462532.5  2MASX J08295016+4625325       2280958   24473  0.129  (R)          S_AB_a    (l)           S0+   -1  0.25  (R)S_AB_a(l)0^+^
082952.37   +434809.5  2MASX J08295238+4348095       2229484   34907  ---    (R)          S_AB      (l)           Sb     3  0.25  (R)S_AB(l)b
083001.21   +015903.2  GALEXASC J083001.21+015903.2      ---   22629  ---                 SAB       (r)           Sd     7  0.50  SAB(r)d: pec
083007.57   +230042.5  2MASXi J0830075+230042            ---  118963  0.137  (RP)         SA        (r)           Sab    2  0.00  (RP)SA(r)ab
083011.68   -011613.0  2MASX J08301167-0116124        152712  199181  0.039               SB        (rs)          Sa     1  1.00  SB(rs)a
083014.17   +473454.0  2MASX J08301411+4734541       3131534  190503  0.040  (R1P)        SAB_a     (l)           Sa     1  0.50  (R1P)SAB_a(l)a
083026.38   +051445.3  2MASX J08302638+0514450       3448972   74040  0.064  (R1P)        SAB                     Sa     1  0.50  (R1P)SAB:a:
083104.39   +393721.9  CGCG 208-010                    23895   47393  0.030               SA        (r)           S0+   -1  0.00  SA(r)0^+^
083115.45   +085948.6  2MASX J08311545+0859487       1357655  187160  ---    (RP)         SAB       (l)           Sb     3  0.50  (RP)SAB(l)b
083125.11   +324651.8  2MASX J08312507+3246520       3449158   54635  0.085  (R2P)        SAB_a     (rs)          Sb     3  0.50  (R2P)SAB_a(rs)b
083137.57   +120752.2  2MASX J08313756+1207524       1404293  161996  0.048               SA        (r)           Sab    2  0.00  SA(r)ab pec
083141.51   +121745.8  2MASX J08314152+1217454       1407022  166726  0.104               SB        (_rs)         Sab    2  1.00  SB(_rs)ab:
083154.99   +041401.6  2MASX J08315501+0414016       3092140   57051  0.064  (RP)         SA        (r)           Sa     1  0.00  (RP)SA(r)a
083202.16   +461425.8  2MASX J08320213+4614257       2277805   24346  0.046  (R1R2P)      SAB       (rl)          Sb     3  0.50  (R1R2P)SAB(rl)b
083209.67   +223322.1  SDSS J083209.67+223322.1      4085763  120670  0.016  (R)          SA        (rs)          Sa     1  0.00  (R)SA(rs)a
083220.44   +412132.1  CGCG 208-013                    23948   48446  0.025  (R1R2P)      SAB_a     (l)           Sa     1  0.50  (R1R2P)SAB_a(l)a
083226.89   +415931.3  KUG 0829+421                    23953   48510  0.025  (RL)         SB                      S0+   -1  1.00  (RL)SB_a0^+^
083233.48   +435845.2  2MASX J08323342+4358446       2233704   27870  0.037  (RP)         SB        (r)           Sb     3  1.00  (RP)SB(r)b
083307.87   +501000.4  2MASX J08330779+5009599       2364893  191851  0.053  (R1P)        SB        (s)           Sa     1  1.00  (R1P)SB(s)a
083319.00   +312400.7  2MASX J08331903+3124002       1945338  239825  0.071  (R)          SA        (l)           S0+   -1  0.00  (R)SA(l)0^+^
083322.30   +534956.2  MCG +09-14-056                  23990   10079  0.063  (RP)         SA        (irpl)        Sab    2  0.00  (RP)SA(irpl)ab
083330.77   +413131.6  UGC 04468                       24002   48447  0.025               ETG       (shells)      ....  99  9.99  ETG (shells) pec
083344.84   +564912.7  SDSS J083344.83+564912.6          ---  105901  0.026               SA        (r)           S0+   -1  0.00  SA(r)0^+^:
083406.91   +351459.0  2MASX J08340686+3514590       2061646  203793  0.053               SB        (r,bl)        Sb     3  1.00  SB(r,bl)b
083411.87   +461713.4  2MASX J08341190+4617132       2278605   21725  0.091  (RP)         S_AB      (l)           Sa     1  0.25  (RP)S_AB(l)a:
083451.43   +093031.8  2MASX J08345139+0930321       1366147  187366  0.065  (R1R2P)      SAB       (s:)          Sa     1  0.50  (R1R2P)SAB(s:)a:
083513.95   +384432.1  2MASX J08351394+3844317       2135330   44851  0.056  (R2P)        SAB_                    S0/a   0  0.50  (R2P)SAB_a0/a
083536.49   +493542.7  MCG +08-16-015                  24130    6815  0.042  (RP)         SA_B_a    (_rs,bl)      Sb     3  0.75  (RP)SA_B_a(_rs,bl)b
083538.79   +044525.3  2MASX J08353875+0445257       3092142   57418  0.014  (R1L,R2P)    SA        (l)           S0+   -1  0.00  (R1L,R2P)SA(l)0^+^
083606.55   +524308.3  2MASX J08360648+5243085       2421941   13820  0.041  (RP)         SB        (_rs)         Sa     1  1.00  (RP)SB(_rs)a
083614.40   +290316.3  2MASX J08361440+2903167       1854284   78761  0.083  (RL)         SAB       (l)           S0+   -1  0.50  (RL)SAB(l)0^+^:
083617.62   +172131.1  SDSS J083617.61+172131.0          ---  151724  0.105  (RPL)        S_AB                    Sa     1  0.25  (RPL)S_ABa:
083619.83   +332511.9  SDSS J083619.83+332511.8          ---   53372  ---    (R1P)        SB_a      (s)           Sa     1  1.00  (R1P)SB_a(s)a
083630.85   +040215.6  2MASX J08363085+0402158       1262541   59782  0.029  (R1)         SA_B_a    (l,bl)        S0/a   0  0.75  (R1)SA_B_a(l,bl)0/a
083648.36   +314944.5  SDSS J083648.35+314944.4      4171249  239836  ---    (RP)         S_AB      (s)           Sb     3  0.25  (RP)S_AB(s)b
083656.99   +272151.1  2MASX J08365697+2721513       1805801  205682  0.111  (R2P)        SAB       (s)           Sb     3  0.50  (R2P)SAB(s)b
083714.91   +044145.2  ARK 171                         24222   57420  0.047  (RP)         SAB_a     (l)           Sb     3  0.50  (RP)SAB_a(l)b
083726.59   +400208.2  UGC 04498                       24230   45123  0.024  (R)          S_AB_a    (rl)          S0+   -1  0.25  (R)S_AB_a(rl)0^+^
083751.09   +490309.5  2MASX J08375115+4903101       2332230  190506  0.117               SA        (rs)          Sbc    4  0.00  SA(rs)bc
083812.04   +544532.4  MCG +09-14-079                  24270   10089  0.045  (RPL)        SB        (r)           Sab    2  1.00  (RPL)SB(r)ab
083821.21   +241036.6  SDSS J083821.21+241036.5      1701436  118980  0.043  (R1P)        SAB       (_rs)         Sa     1  0.50  (R1P)SAB(_rs)a
083844.85   +503708.4  2MASX J08384490+5037084       3132287  191400  0.051  (RP)         SAB       (_rs)         Sbc    4  0.50  (RP)SAB(_rs)bc
083918.63   +300607.3  2MASX J08391866+3006068       1890317   78912  0.049  (RP)         SA        (r)           Sa     1  0.00  (RP)SA(r)a
083943.70   +530049.7  2MASX J08394373+5300493       2429575    8932  0.044  (R1)         SAB_a     (l)           S0/a   0  0.50  (R1)SAB_a(l)0/a
084010.25   +041655.2  2MASX J08401022+0416554       1266055   59789  0.050               SAB       (_rs)         Sab    2  0.50  SAB(_rs)ab
084018.77   +101906.9  SDSS J084018.76+101906.9          ---  187630  0.097  (R)          SA                      S0+   -1  0.00  (R)SA0^+^ or (RP)E
084029.20   +292640.8  2MASX J08402918+2926407       1866485   77745  0.051  (R1)         SA_B      (l)           S0/a   0  0.75  (R1)SA_B(l)0/a:
084044.85   +141745.3  2MASX J08404480+1417456       3732827  159812  0.080  (R)          SA        (l)           S0+   -1  0.00  (R)SA(l)0^+^:
084112.81   +170535.0  2MASX J08411277+1705354       1524471  156792  0.070  (R1)         SAB_a     (rl)          S0+   -1  0.50  (R1)SAB_a(rl)0^+^
084114.06   +141548.8  2MASX J08411401+1415484       1453668  162188  0.116  (R1P)        SAB       (l)           S0/a   0  0.50  (R1P)SAB(l)0/a:
084123.50   +362310.6  2MASX J08412350+3623103       3398827   50517  0.043  (L)          SA        (r)           S0+   -1  0.00  (L)SA(r)0^+^
084124.70   +120516.8  2MASX J08412467+1205168       1403576  186688  0.030  (R1)         SAB       (_rs,bl)      Sa     1  0.50  (R1)SAB(_rs,bl)a
084139.68   +264742.3  2MASX J08413967+2647414       1788601  116235  0.089               SA        (_rs)         S0/a   0  0.00  SA(_rs)0/a: pec
084143.56   +293045.0  2MASX J08414357+2930444       1868698   78649  0.080               SA        (_rs)         S0+   -1  0.00  SA(_rs)0^+^
084207.71   +524004.1  2MASX J08420775+5240043       2420638    7380  0.114  (R)          S_AB      (l)           S0+   -1  0.25  (R)S_AB(l)0^+^:
084223.61   +415432.5  CGCG 208-037                    24450   48079  0.031  (R)          SA        (rl)          S0/a   0  0.00  (R)SA(rl)0/a
084234.97   +420241.0  2MASX J08423496+4202407       2191393   48083  0.095  (R)          SAB       (l)           S0+   -1  0.50  (R)SAB(l)0^+^
084319.03   +163332.5  2MASX J08431903+1633320       1511649  235286  0.075  (R1)         SAB       (rl)          S0/a   0  0.50  (R1)SAB(rl)0/a
084335.49   +411830.1  MCG +07-18-040                  24505   49605  0.068  (R2P)        SB_a      (l)           Sb     3  1.00  (R2P)SB_a(l)b
084336.09   +343113.0  2MASX J08433610+3431131       3088625   53381  0.060  (R2P)        SAB_a     (irpl)        Sb     3  0.50  (R2P)SAB_a(irpl)b
084341.70   +540134.7  2MASX J08434166+5401341       2457632   13844  0.030  (R1P)        SB_a      (rl)          Sa     1  1.00  (R1P)SB_a(rl)a
084345.43   +371341.5  2MASX J08434543+3713418       3399179   50718  0.114  (R1)         S_AB      (l)           Sb     3  0.25  (R1)S_AB(l)b pec
084402.32   +362853.5  2MASX J08440234+3628528       3398785  203356  0.086  (R2P)        S_AB      (l)           Sb     3  0.25  (R2P)S_AB(l)b
084420.50   +335749.6  2MASX J08442052+3357497       3451131   53664  0.066  (RP)         S_AB      (s)           Sa     1  0.25  (RP)S_AB(s)a:
084437.30   +433911.4  2MASX J08443730+4339120       3451173   48464  0.054  (RP)         SA        (s)           Sb     3  0.00  (RP)SA(s)b:
084506.01   +443623.7  MCG +08-16-027                  24587   33905  0.054               S_AB      (_rs)         Sa     1  0.25  S_AB(_rs)a
084521.21   +030459.8  2MASX J08452117+0305000       3354323   25773  0.080  (RP)         S_AB      (l)           Sa     1  0.25  (RP)S_AB(l)a
084537.85   +365604.8  UGC 04572                       24620   50522  0.013  (L,L)        SA        (rl)          S0+   -1  0.00  (L,L)SA(rl)0^+^
084546.09   +504251.7  2MASX J08454609+5042517       2380387    6614  0.115  (R)          SAB                     S0+   -1  0.50  (R)SAB0^+^:
084556.68   +510706.0  2MASX J08455670+5107058       2388673  190897  0.080  (R1P:)       SB        (r,bl)        Sb     3  1.00  (R1P:)SB(r,bl)b
084618.94   +283336.4  LCSB S1189P                       ---  206237  0.071               SA_B      (_rs)         Sbc    4  0.75  SA_B(_rs)bc
084630.98   +481809.2  2MASX J08463097+4818090       2314570  194520  0.030               SAB       (r)           S0+   -1  0.50  SAB(r)0^+^
084637.64   +034219.9  2MASX J08463763+0342194       1257133  196739  0.076  (R1P)        SAB       (rs)          Sa     1  0.50  (R1P)SAB(rs)a
084708.70   +193751.8  UGC 04596                       24680  150808  0.031  (R1R2P)      SA        (rr)          Sb     3  0.00  (R1R2P)SA(rr)b
084713.14   +245613.1  2MASX J08471315+2456134       1720630  121172  0.110  (R1R2P)      SAB       (s)           Sab    2  0.50  (R1R2P)SAB(s)ab
084718.64   +024544.1  CGCG 033-007                    24686   25483  0.029  (RP)         SA        (r,l)         Sab    2  0.00  (RP)SA(r,l)ab
084722.72   +493331.6  UGC 04587                       24688  193313  0.010  (RL)         SA        (r)           S0+   -1  0.00  (RL)SA(r)0^+^
084730.04   +533836.4  SDSS J084730.04+533836.3          ---    7397  0.114  (R1P)        SAB       (l)           Sb     3  0.50  (R1P)SAB(l)b
084741.69   +132508.8  UGC 04599                       24699  162019  0.007  (RP)         SA                      S0/a   0  0.00  (RP)SA0/a or (RP)E0
084755.81   +254954.0  UGC 04602                       24710  225823  0.019  (R1P)        SAB       (rs)          Sab    2  0.50  (R1P)SAB(rs)ab
084759.04   +393217.1  2MASX J08475904+3932174       3390512   45239  0.027  (L)          SB        (r,bl)        S0o   -2  1.00  (L)SB(r,bl)0^o
084800.31   +443300.5  2MASX J08480027+4433008       2246780   48523  0.082  (R2P)        SAB_a     (s)           Sab    2  0.50  (R2P)SAB_a(s)ab
084826.89   +613629.3  2MASX J08482689+6136288       2621183  107829  0.027  (RP:)        SB        (r)           S0/a   0  1.00  (RP:)SB(r)0/a [c]
084834.30   +124913.5  CGCG 061-013                    24759  186082  0.030  (R1R2P)      SA        (r)           Sab    2  0.00  (R1R2P)SA(r)ab
084840.22   +010219.6  UGC 04613                       24762   22171  0.029  (R1R2P)      SB        (r,bl)        Sb     3  1.00  (R1R2P)SB(r,bl)b pec
084847.38   +244718.2  2MASX J08484739+2447182       3734281  121058  0.058  (RP)         SAB       (l)           Sa     1  0.50  (RP)SAB(l)a pec
